TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Azerbaijan,1,Sergio Perez,01:00:34.8430000,25,1,0,00:01:51.3500000,False,Red Bull,0,False,True,
Azerbaijan,1,Fernando Alonso,01:00:36.5830000,19,2,0,00:01:50.0170000,True,Aston Martin,0,False,True,
Azerbaijan,1,Carlos Sainz,01:00:43.5910000,15,3,0,00:01:50.3700000,False,Ferrari,0,False,True,
Azerbaijan,1,Pierre Gasly,01:00:45.0140000,12,4,0,00:01:51.7820000,False,Alpine,0,False,True,
Azerbaijan,1,Lance Stroll,01:00:46.5750000,10,5,0,00:01:51.1940000,False,Aston Martin,0,False,True,
Azerbaijan,1,Logan Sargeant,01:00:50.2290000,8,6,0,00:01:50.7000000,False,Williams,0,False,True,
Azerbaijan,1,Valtteri Bottas,01:00:50.3900000,6,7,0,00:01:50.5330000,False,Alfa Romeo,0,False,True,
Azerbaijan,1,Yuki Tsunoda,01:00:52.2770000,4,8,0,00:01:50.8710000,False,AlphaTauri,0,False,True,
Azerbaijan,1,Max Verstappen,01:00:54.8560000,2,9,0,00:01:52.2350000,False,Red Bull,0,False,True,
Azerbaijan,1,Kevin Magnussen,01:00:55.7150000,1,10,0,00:01:51.3190000,False,Haas,0,False,True,
Azerbaijan,1,Guanyu Zhou,01:00:57.0330000,0,11,0,00:01:51.8490000,False,Alfa Romeo,0,False,True,
Azerbaijan,1,Nico Hulkenberg,01:00:59.5010000,0,12,0,00:01:51.6360000,False,Haas,0,False,True,
Azerbaijan,1,Daniel Ricciardo,01:01:01.5150000,0,13,0,00:01:51.3850000,False,World Car,0,False,True,
Azerbaijan,1,Charles Leclerc,01:01:36.5140000,0,14,0,00:01:55.0930000,False,Ferrari,0,False,True,
Azerbaijan,1,Lewis Hamilton,01:01:43.9080000,0,15,0,00:01:55.7740000,False,Mercedes-AMG Petronas,0,False,True,
Azerbaijan,1,dev-Tobby,00:30:32.2440000,0,16,0,00:04:37.7330000,False,McLaren,0,False,False,
Azerbaijan,1,kkulkkule,00:30:32.3380000,0,17,0,00:04:36.6840000,False,Williams,0,False,False,
Azerbaijan,1,George Russell,00:49:09.5510000,0,18,0,00:01:51.0680000,False,Mercedes-AMG Petronas,0,False,True,
Azerbaijan,1,Oscar Piastri,00:54:50.8410000,0,19,0,00:01:51.1270000,False,McLaren,0,False,True,
Azerbaijan,1,0x5e0x5e,00:30:23.0310000,0,20,0,00:00:00,False,Alpine,0,False,False,
