TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Bahrain,1,Yuki Tsunoda,01:04:28.9680000,25,1,0,00:01:35.3060000,False,AlphaTauri,0,False,True,
Bahrain,1,Lando Norris,01:04:31.6990000,18,2,0,00:01:35.7890000,False,McLaren,0,False,True,
Bahrain,1,Kevin Magnussen,01:04:32.3700000,15,3,0,00:01:35.6460000,False,Haas,0,False,True,
Bahrain,1,Pierre Gasly,01:04:37.7010000,12,4,0,00:01:36.0480000,False,Alpine,0,False,True,
Bahrain,1,Alex Albon,01:04:39.5220000,10,5,0,00:01:35.3040000,False,Williams,0,False,True,
Bahrain,1,Guanyu Zhou,01:04:39.9990000,8,6,0,00:01:36.2780000,False,Alfa Romeo,0,False,True,
Bahrain,1,George Russell,01:04:40.9480000,6,7,0,00:01:35.5510000,False,Mercedes-AMG Petronas,0,False,True,
Bahrain,1,Oscar Piastri,01:04:41.1950000,4,8,0,00:01:36.0950000,False,McLaren,0,False,True,
Bahrain,1,Valtteri Bottas,01:04:41.6730000,2,9,0,00:01:36.0670000,False,Alfa Romeo,0,False,True,
Bahrain,1,Nico Hulkenberg,01:04:42.1960000,1,10,0,00:01:35.9940000,False,Haas,0,False,True,
Bahrain,1,Carlos Sainz,01:04:43.0240000,0,11,0,00:01:35.9770000,False,Ferrari,0,False,True,
Bahrain,1,Charles Leclerc,01:04:53.2360000,0,12,0,00:01:36.3360000,False,Ferrari,0,False,True,
Bahrain,1,Fernando Alonso,01:04:53.4640000,0,13,0,00:01:36.7930000,False,Aston Martin,0,False,True,
Bahrain,1,Logan Sargeant,01:04:54.1860000,0,14,0,00:01:37.1990000,False,Williams,0,False,True,
Bahrain,1,Daniel Ricciardo,01:04:57.1640000,0,15,0,00:01:36.7930000,False,World Car,0,False,True,
Bahrain,1,dev-Tobby,01:05:01.4390000,0,16,0,00:01:38.4130000,False,Red Bull,0,False,False,
Bahrain,1,kkulkkule,01:05:10.5400000,0,17,0,00:01:32.7400000,True,Alpine,0,False,False,
Bahrain,1,0x5e0x5e,00:03:07.5050000,0,18,0,00:01:43.0210000,False,Aston Martin,0,False,False,
Bahrain,1,Max Verstappen,00:08:57.2230000,0,19,0,00:01:43.8790000,False,Red Bull,0,False,True,
Bahrain,1,Lewis Hamilton,00:26:01.1610000,0,20,0,00:01:36.6910000,False,Mercedes-AMG Petronas,0,False,True,
